-0.000000,0.000401,0.475732,0.000508,-0.000000,-0.000000,-0.000000,ovf,0.000003,-0.061419,-0.000000,ovf,0.000000,ovf,-251194.359375,ovf,-0.000001,ovf
-1.610000,4.472783,0.000000,-0.000433,-0.023305,0.000000,-0.001282,0.025418,4.636721,0.017005,-0.092155,-88.350967,0.000156,-0.001919,0.000000,0.000000,0.000000,0.000000
2.540000,6.007135,0.000000,-0.000343,0.036767,0.000000,-0.001438,-0.042880,6.314306,0.018924,0.178561,-104.754234,0.000003,-0.001497,0.000000,0.000000,0.000000,0.000000
2.570000,0.043425,0.000000,-0.000077,0.037201,0.000000,-0.001441,-0.045018,0.045043,0.020421,0.209780,-0.667772,-0.000121,0.000558,0.000000,0.000000,0.000000,0.000000
0.040000,-3.662181,0.000000,0.000190,0.000579,0.000000,-0.001320,-0.000494,-3.985581,0.019864,0.002525,53.867126,-0.000077,0.001026,0.000000,0.000000,0.000000,0.000000
3.420000,4.892559,0.000000,0.000350,0.049505,0.000000,-0.001244,-0.065742,5.429680,0.018838,0.362848,-67.962868,-0.000075,-0.000307,0.000000,0.000000,0.000000,0.000000
-2.890000,-7.280938,0.000000,0.000396,-0.041833,0.000000,-0.000093,0.043292,-7.339394,0.020552,-0.077286,284.018524,-0.000022,0.005169,0.000000,0.000000,0.000000,0.000000
-7.030000,-5.992661,0.000000,0.000334,-0.101759,0.000000,-0.000071,0.104533,-6.040733,0.015383,-0.186615,233.763199,0.000168,0.003912,0.000000,0.000000,0.000000,0.000000
-0.530000,9.408767,0.000000,0.000171,-0.007672,0.000000,-0.000240,0.008202,9.551353,0.011471,-0.019940,-271.410919,0.000203,-0.005200,0.000000,0.000000,0.000000,0.000000
-1.790000,-1.823853,0.000000,0.000315,-0.025910,0.000000,-0.000443,0.028186,-1.869887,0.016671,-0.085872,42.402180,0.000040,0.000580,0.000000,0.000000,0.000000,0.000000
0.870000,3.850357,0.000000,0.000402,0.012593,0.000000,-0.000483,-0.013549,3.991242,0.016091,0.049122,-76.051613,0.000039,-0.001308,0.000000,0.000000,0.000000,0.000000
1.370000,0.723751,0.000000,0.000609,0.019831,0.000000,-0.000522,-0.022211,0.759660,0.017399,0.092490,-12.602742,-0.000046,0.000014,0.000000,0.000000,0.000000,0.000000
-3.140000,-6.528237,0.000000,0.000841,-0.045452,0.000000,-0.000476,0.055905,-6.975611,0.017385,-0.260512,103.415970,0.000019,0.001253,0.000000,0.000000,0.000000,0.000000
2.270000,7.830989,0.000000,0.000886,0.032858,0.000000,-0.000495,-0.040547,8.517571,0.016132,0.207254,-115.119270,0.000052,-0.001621,0.000000,0.000000,0.000000,0.000000
3.760000,2.156779,0.000000,0.001166,0.054426,0.000000,-0.000547,-0.071233,2.392206,0.017753,0.393154,-29.943052,-0.000147,0.000500,0.000000,0.000000,0.000000,0.000000
3.140000,-0.897451,0.000000,0.001515,0.045452,0.000000,-0.000399,-0.062212,-1.021284,0.017254,0.366086,11.989939,-0.000187,0.001216,0.000000,0.000000,0.000000,0.000000
8.820000,8.221814,0.000000,0.001849,0.127670,0.000000,-0.000212,-0.189268,9.559217,0.016038,1.175210,-106.356850,-0.000331,0.001163,0.000000,0.000000,0.000000,0.000000
-2.330000,-2.923955,0.000000,-0.000394,-0.033727,0.000000,-0.001080,0.034202,-2.947958,0.029585,-0.061059,114.079559,0.000037,0.001993,0.000000,0.000000,0.000000,0.000000
-2.030000,0.434251,0.000000,-0.000414,-0.029384,0.000000,-0.001117,0.029663,0.437011,0.027592,-0.052955,-16.911366,0.000088,-0.000467,0.000000,0.000000,0.000000,0.000000
