0.475724,0.129959,-0.000000,ovf,-0.000000,ovf,0.000003,-0.000000,-0.000000,ovf,0.000000,ovf,-259390.359375,ovf,-0.000001,ovf,0.000000,-0.000000
1.900000,-0.028950,0.000000,-0.000031,0.027503,0.000000,-0.002144,-0.030598,-0.032126,0.040327,0.110935,0.612152,-0.000083,0.000306,0.000000,0.000000,0.000000,0.000000
4.880000,4.313558,0.000000,0.000406,0.070638,0.000000,-0.002061,-0.081152,4.532346,0.040020,0.337934,-75.191544,-0.000134,-0.000510,0.000000,0.000000,0.000000,0.000000
-3.980000,-12.824872,0.000000,0.000974,-0.057611,0.000000,-0.001927,0.070749,-13.703922,0.040531,-0.329683,203.165619,-0.000068,0.002956,0.000000,0.000000,0.000000,0.000000
2.660000,9.611417,0.000000,0.001167,0.038504,0.000000,-0.001860,-0.047348,10.452744,0.037574,0.242020,-141.274109,0.000070,-0.002026,0.000000,0.000000,0.000000,0.000000
-6.040000,-12.593272,0.000000,0.001651,-0.087429,0.000000,-0.001929,0.119139,-13.984344,0.039600,-0.657561,175.040939,0.000057,0.001539,0.000000,0.000000,0.000000,0.000000
-2.380000,5.297859,0.000000,0.001777,-0.034451,0.000000,-0.001987,0.051297,6.009345,0.038061,-0.301858,-70.550064,0.000252,-0.002155,0.000000,0.000000,0.000000,0.000000
-1.010000,1.983079,0.000000,0.002069,-0.014620,0.000000,-0.002239,0.025104,2.301028,0.040216,-0.155878,-25.601471,0.000111,-0.000902,0.000000,0.000000,0.000000,0.000000
-10.950000,-8.004688,0.000000,-0.002395,-0.158502,0.000000,-0.003434,0.159942,-8.069436,0.046262,-0.285534,312.269531,0.000280,0.005142,0.000000,0.000000,0.000000,0.000000
-1.500000,13.678898,0.000000,-0.002714,-0.021713,0.000000,-0.003714,0.019452,13.786750,0.041120,-0.034727,-533.517151,0.000313,-0.010206,0.000000,0.000000,0.000000,0.000000
-3.200000,-2.460754,0.000000,-0.002322,-0.046320,0.000000,-0.004027,0.046010,-2.499754,0.051326,-0.111859,71.032928,0.000077,0.001061,0.000000,0.000000,0.000000,0.000000
