0.236882,0.129960,0.000000,nan,-0.000000,ovf,0.000003,-0.000000,-0.000000,-0.000000,0.000000,ovf,ovf,ovf,-0.000001,ovf,0.000000,-0.000000
-3.980000,-5.283384,0.000000,0.000703,-0.057611,0.000000,0.000530,0.060981,-5.363893,0.004051,-0.148256,152.420197,0.000063,0.002487,0.000000,0.000000,0.000000,0.000000
-2.090000,2.735780,0.000000,0.000576,-0.030253,0.000000,0.000467,0.033134,2.803508,0.001564,-0.100946,-63.573269,0.000143,-0.001481,0.000000,0.000000,0.000000,0.000000
2.530000,6.687462,0.000000,0.000538,0.036622,0.000000,0.000324,-0.040100,6.933498,0.003045,0.145388,-132.115173,0.000023,-0.002106,0.000000,0.000000,0.000000,0.000000
-3.850000,-9.235066,0.000000,0.000707,-0.055729,0.000000,0.000301,0.065210,-9.709411,0.005151,-0.271551,161.078949,-0.000007,0.002319,0.000000,0.000000,0.000000,0.000000
-1.980000,2.706830,0.000000,0.000604,-0.028661,0.000000,0.000309,0.035341,2.891288,0.002831,-0.164684,-42.864391,0.000150,-0.001261,0.000000,0.000000,0.000000,0.000000
0.620000,3.763507,0.000000,0.000585,0.008975,0.000000,0.000159,-0.010639,4.093667,0.004093,0.054382,-55.327965,0.000048,-0.000898,0.000000,0.000000,0.000000,0.000000
-4.920000,-8.019164,0.000000,0.000681,-0.071217,0.000000,0.000110,0.096159,-8.903139,0.004991,-0.530727,111.439888,0.000091,0.000676,0.000000,0.000000,0.000000,0.000000
12.490000,25.201019,0.000000,0.000547,0.180793,0.000000,0.000019,-0.255222,28.606102,0.004315,1.501855,-335.837341,-0.000149,-0.002298,0.000000,0.000000,0.000000,0.000000
4.540000,-11.507645,0.000000,0.001146,0.065717,0.000000,0.000168,-0.097132,-13.385284,0.006613,0.603113,148.926086,-0.000516,0.004456,0.000000,0.000000,0.000000,0.000000
-1.020000,6.571662,0.000000,0.000894,-0.014765,0.000000,0.000569,0.016070,6.623542,0.013128,-0.028689,-256.316620,0.000170,-0.004939,0.000000,0.000000,0.000000,0.000000
-1.140000,-0.173700,0.000000,0.000887,-0.016502,0.000000,0.000400,0.017804,-0.175591,0.018067,-0.031785,6.794972,0.000045,0.000052,0.000000,0.000000,0.000000,0.000000
-3.630000,-3.604282,0.000000,0.001034,-0.052544,0.000000,0.000355,0.056029,-3.659791,0.018015,-0.136217,103.996483,0.000082,0.001601,0.000000,0.000000,0.000000,0.000000
6.200000,14.228951,0.000000,0.001071,0.089745,0.000000,0.000273,-0.095307,14.581121,0.016414,0.290357,-330.646271,0.000018,-0.005478,0.000000,0.000000,0.000000,0.000000
1.810000,-6.354536,0.000000,0.001560,0.026200,0.000000,0.000255,-0.027382,-6.590063,0.021893,0.099277,125.571136,-0.000199,0.002656,0.000000,0.000000,0.000000,0.000000
-1.000000,-4.067482,0.000000,0.001864,-0.014475,0.000000,0.000454,0.018879,-4.277875,0.019236,-0.078618,70.969864,-0.000030,0.001126,0.000000,0.000000,0.000000,0.000000
-1.510000,-0.738226,0.000000,0.002059,-0.021857,0.000000,0.000483,0.028882,-0.790651,0.018110,-0.134587,11.721683,0.000063,-0.000144,0.000000,0.000000,0.000000,0.000000
2.020000,5.109684,0.000000,0.002245,0.029240,0.000000,0.000420,-0.034233,5.556304,0.018254,0.174981,-75.096245,0.000012,-0.000948,0.000000,0.000000,0.000000,0.000000
-3.330000,-7.744139,0.000000,0.002597,-0.048202,0.000000,0.000407,0.067940,-8.600090,0.019203,-0.374980,107.646645,0.000021,0.001026,0.000000,0.000000,0.000000,0.000000
-5.970000,-2.706829,0.000000,-0.001588,-0.086416,0.000000,-0.002480,0.086947,-2.729303,0.039359,-0.155220,105.618050,0.000183,0.001578,0.000000,0.000000,0.000000,0.000000
1.740000,11.160244,0.000000,-0.001728,0.025187,0.000000,-0.002664,-0.027558,11.248106,0.037781,0.049197,-435.277130,0.000138,-0.008112,0.000000,0.000000,0.000000,0.000000
-6.800000,-12.361672,0.000000,-0.001241,-0.098430,0.000000,-0.002802,0.101634,-12.551064,0.045892,-0.247091,356.650635,0.000037,0.006100,0.000000,0.000000,0.000000,0.000000
-1.830000,7.194088,0.000000,-0.001165,-0.026489,0.000000,-0.002839,0.027218,7.371002,0.039793,-0.082922,-167.147232,0.000213,-0.003400,0.000000,0.000000,0.000000,0.000000
-4.050000,-3.213456,0.000000,-0.000873,-0.058624,0.000000,-0.003052,0.064179,-3.333895,0.043193,-0.232687,63.526100,0.000110,0.000580,0.000000,0.000000,0.000000,0.000000
1.490000,8.019164,0.000000,-0.000686,0.021568,0.000000,-0.003162,-0.025714,8.428239,0.042613,0.107078,-139.824310,0.000090,-0.002359,0.000000,0.000000,0.000000,0.000000
0.450000,-1.505403,0.000000,-0.000264,0.006514,0.000000,-0.003252,-0.008185,-1.611156,0.044972,0.038142,23.885973,-0.000053,0.000560,0.000000,0.000000,0.000000,0.000000
-3.040000,-5.051784,0.000000,0.000110,-0.044004,0.000000,-0.003199,0.055944,-5.499082,0.044413,-0.285956,74.322853,0.000047,0.000633,0.000000,0.000000,0.000000,0.000000
0.550000,5.196534,0.000000,0.000336,0.007961,0.000000,-0.003247,-0.010199,5.765148,0.043780,0.056289,-72.161911,0.000081,-0.001215,0.000000,0.000000,0.000000,0.000000
-2.370000,-4.226707,0.000000,0.000714,-0.034306,0.000000,-0.003328,0.049587,-4.802273,0.044995,-0.291797,56.378975,0.000043,0.000280,0.000000,0.000000,0.000000,0.000000
